srcid,IntDate,Mode,Q1_CF_Order,Q1,Q2,Q2_Oth,Q3,Q3_Oth,Q4,Q4_Oth,Q5i_DUM,Q5i_Order,Q5a,Q5b,Q5ii_DUM,Q5ii_Order,Q5c,Q5d,Q5e,Q5f,Q6_Order,Q6a,Q6b,Q6c,Q6d,Q7_Order,Q7a,Q7b,Q7c,Q7d,Q7e,Q8_CF_Order,Q8_Order,Q8a,Q8b,Q8c,Q8d,Q8e,Q8f,Q8g,Q8h,Q9_DUM,Q9a_CLICK,Q9b_CLICK,Q9c_CLICK,Q10_Order,Q10a,Q10b,Q10c,Q10d,module,Q11_DUM,Q11,Q11_CLICK,Q11a,Q11b,Q12,Q13_Order,Q13a,Q13b,Q13c,Q13d,Q13e,Q13f,Q14,Q15,E_ORDER,Q16,Q17a,Q17b,Q17c,Q17d,Q17e,Q17f,Q18,Q19a,Q19b,Q19c,Q19d,Q19e,Q19f,Q19g,Sect_0_time,Sect_1_time,Sect_2_time,Sect_3_time,Sect_4_time,Sect_5_time,Sect_6_time,Sect_7_time,Sect_8_time,Sect_9_time,Sect_10_time,Sect_11_time,Sect_12_time,Sect_13_time,Sect_14_time,Sect_15_time,Sect_16_time,p_state,p_region,p_geography,p_seifa,p_gender,p_age,p_age_group,p_birthgroup,p_citizen,p_lote,p_atsi,p_house_str,p_schooling,p_education,p_phone,sDevType,fDevType,sOSName,fOSName,wt_agehedu12,wt_geography,wt_internet,wt_sex,wt_tel,wt_volunteer,wt_design,wt_propensit,wt_base,wt_wave,weight,StateMap,p_gender_sdc,p_age_group_sdc,p_education_sdc
740,09-OCT-18,2,2,2,30, ,1, ,1, ,1,"a, b",2,2,3,"c, e, f, d",2,2,2,2,"a, c, d, b",5,3,4,3,"a, c, e, d, b",3,2,4,3,3,0,"e, b, a, g, c, d, h, f",9,9,9,1,7,1,6,9,3, , ,0,"a, c, d, b",5,5,5,4,1,3,3,0,1, ,3,"e, f, a, b, d, c",2,1,1,1,2,2,3,3, , , , , , , , , , , , , , , , ,1.55,2.08333333333333,.4,.85,.916666666666667,1.53333333333333,.466666666666667,.183333333333334,.299999999999999,1.51666666666667, ,.35,.1, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,2,4695.4258,1.1148816830374,5276.69204175994,7506.51800688679,.845391614629868,5,2,2,1
1479,19-OCT-18,2,2,2,-98, , , ,4, ,1,"b, a",2,3,1,"d, f, e, c",3,1,4,4,"b, d, c, a",3,5,2,3,"c, d, a, e, b",1,1,3,4,1,2,"f, d, g, b, e, c, h, a",6,6,5,3,6, ,4,7,3, , ,0,"b, d, c, a",2,5,2,2,2, , , , , , , , , , , , , , , ,1,3,3,3,3,3,3,3,3,3,4,2,3,3,4,4,.316666666666666,1.33333333333333,1.28333333333333,1.53333333333333,4.55,.133333333333333,.899999999999999,.233333333333334, , , , , ,1.43333333333333,.183333333333334,2.01666666666667,.1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,3,2,9116.2241,1.05256334585963,9672.10987186529,26330.2869597709,2.96534342369749,2,1,1,3
1740,13-OCT-18,2,2,2,19, ,33, ,1, ,2,"b, a",1,1,1,"f, c, d, e",1,1,1,1,"d, a, b, c",2,2,3,2,"c, d, e, b, a",1,1,3,3,1,2,"d, a, f, g, h, e, b, c",6,6,8,3,7,4,5,7,3, , ,0,"d, a, b, c",2,4,2,2,1,3,2,0,1, ,2,"d, a, f, c, b, e",1,1,1,2,1,1,3,1, , , , , , , , , , , , , , , , ,1.2,2.06666666666667,.75,1.08333333333333,.733333333333333,.1,.783333333333333,.116666666666666,.300000000000001,1.58333333333333, ,.15,.166666666666668, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,2,1,8138.5042,1.20561803337607,9890.36487314462,32143.8186969694,3.62006922033226,1,2,1,3
1184,10-OCT-18,2,2,4,16, ,16, ,-99, ,1,"a, b",4,4,1,"e, f, c, d",2,2,2,2,"c, d, a, b",1,1,1,1,"d, c, b, a, e",1,1,1,1,1,1,"c, a, e, h, f, g, d, b",1,3,4,5,4,4,7,4,2, ,0, ,"c, d, a, b",5,5,5,5,1,1,1,0, ,2,3,"e, c, f, d, a, b",1,1,1,2,1,1,2,-99, , , , , , , , , , , , , , , , ,1.6,.816666666666667,.283333333333333,.416666666666667,.65,.1,.333333333333333,.166666666666667,.2, ,.733333333333333,.283333333333333,.116666666666666, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,1,1,7457.8144,1.20561803337607,9063.15260882855,4644.71596336671,.523092587557277,3,2,2,2
1762,13-OCT-18,2,2,5,1, ,1, ,3, ,2,"a, b",1,1,2,"e, f, d, c",4,4,2,4,"c, d, b, a",1,1,1,2,"b, d, e, a, c",1,1,1,4,1,1,"g, f, b, c, a, e, h, d",2,1,1,2,9,2,3,5,1,0, , ,"c, d, b, a",1,2,4,1,2, , , , , , , , , , , , , , , ,1,4,4,2,4,2,3,3,2,1,3,1,4,3,2,3,15,1.06666666666667,.600000000000001,.5,.849999999999998,.316666666666666,.566666666666666,.716666666666669, , , , , ,.883333333333333,.533333333333331,1.16666666666667,.100000000000001,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,5453.4699,1.05256334585963,5786.00958874083,5700.94271297517,.642045907385131,1,1,3,1
1257,11-OCT-18,2,2,2,32, ,16, ,1, ,3,"b, a",1,1,2,"f, d, c, e",1,1,1,1,"d, b, a, c",3,3,3,3,"d, c, a, e, b",3,2,3,3,3,1,"h, g, a, e, c, b, f, d",5,5,5,3,6,5,3,5,2, ,0, ,"d, b, a, c",2,4,4,4,1,1,2,0,1, ,3,"d, a, c, f, e, b",1,1,2,1,2,2,2,3, , , , , , , , , , , , , , , , ,4.48333333333333,1.25,1.03333333333333,.833333333333333,1.83333333333333,.416666666666668,.799999999999999,.483333333333334,.399999999999999,1.25, ,.366666666666667,.316666666666666, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,1,1,8138.5042,1.05256334585963,8634.77092615979,1849.66004545455,.208310576342931,3,2,3,1
1741,13-OCT-18,2,2,2,19, ,19, ,1, ,1,"a, b",3,3,2,"e, f, d, c",2,2,2,1,"c, d, b, a",1,1,3,1,"e, b, a, d, c",1,2,1,1,2,1,"g, e, d, h, f, c, b, a",2,2,1,1,3,1,3,2,1,0, , ,"c, d, b, a",4,4,5,4,2, , , , , , , , , , , , , , , ,1,1,1,1,2,1,3,2,1,1,3,3,2,3,3,3,3.71666666666667,1.08333333333333,.983333333333333,.833333333333333,1.08333333333333,.333333333333334,.85,.766666666666666, , , , , ,.883333333333335,.699999999999999,9.88333333333333,.133333333333333,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.20561803337607,7423.53986159807,8116.04513911364,.914037173862687,1,2,4,2
728,09-OCT-18,2,2,5,11, ,96,corporate corruption,3, ,3,"a, b",2,2,1,"c, f, d, e",2,1,1,1,"a, d, b, c",5,5,2,5,"c, a, d, b, e",2,2,1,2,1,0,"e, d, g, b, f, a, c, h",6,7,1,4,10,2,4,8,2, ,0, ,"a, d, b, c",2,4,2,1,2, , , , , , , , , , , , , , , ,1,3,3,2,4,2,2,3,2,3,2,2,3,2,2,3,2.21666666666667,1.91666666666667,.733333333333333,.683333333333334,1.26666666666667,.666666666666667,.683333333333333,.866666666666667, , , , , ,1.6,.9,1.2,.200000000000001,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,5275.5962,1.05256334585963,5597.28957145701,1198.99913636364,.135032489750951,4,2,4,1
1761,13-OCT-18,2,1,2,1, ,4, ,3, ,1,"b, a",2,2,1,"d, f, c, e",2,2,2,2,"b, d, a, c",4,5,4,3,"c, d, a, b, e",2,4,2,3,2,2,"b, e, a, d, g, c, f, h",6,6,4,1,6,3,2,7,1,0, , ,"b, d, a, c",2,4,4,4,2, , , , , , , , , , , , , , , ,1,3,3,2,3,2,3,2,2,2,2,1,4,3,2,3,.833333333333333,.883333333333333,.95,.633333333333333,.883333333333333,.15,.733333333333333,.633333333333334, , , , , ,.533333333333333,1.46666666666667,.916666666666668,.1,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,2,7457.8144,1.41287198771999,10621.170293536,28544.6641513883,3.21472881219633,3,2,2,2
908,10-OCT-18,2,1,2,7, ,1, ,1, ,3,"b, a",2,2,1,"f, c, d, e",1,1,3,1,"d, a, b, c",4,3,2,2,"e, d, b, c, a",2,2,3,2,2,0,"h, a, b, e, f, c, g, d",5,5,5,2,4,2,2,6,1,0, , ,"d, a, b, c",2,4,2,4,2, , , , , , , , , , , , , , , ,1,3,3,4,3,4,4,3,3,3,3,2,3,4,4,3,.783333333333333,.966666666666667,.5,.633333333333334,.75,.466666666666666,.483333333333333,.583333333333333, , , , , ,.550000000000001,.816666666666666,.8,.1,4,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6530.7788,1.05256334585963,6929.01023598669,1484.26790909091,.167159746111109,4,1,3,1
2312,16-OCT-18,2,1,2,16, ,35, ,3, ,2,"b, a",2,3,2,"d, f, e, c",2,2,2,2,"b, d, c, a",2,2,2,3,"c, b, d, e, a",3,4,3,4,2,2,"b, c, h, f, a, g, e, d",5,5,4,2,6,3,3,6,2, ,0, ,"b, d, c, a",4,4,2,4,1,1,2,0,2, ,2,"d, e, b, f, a, c",1,1,2,1,2,2,2,3, , , , , , , , , , , , , , , , ,2.8,1.23333333333333,.4,.8,.75,.5,.45,.716666666666667,1.38333333333333,.733333333333334, ,.416666666666666,.233333333333333, , , , ,5,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,4997.3515,1.20561803337607,6073.06066566343,1135.76170454545,.127910626519454,5,1,2,1
882,10-OCT-18,2,2,2,36, ,2, ,1, ,1,"b, a",1,1,1,"d, c, f, e",1,1,2,1,"b, a, d, c",3,3,4,4,"e, b, c, a, d",4,3,3,2,3,0,"f, d, h, c, g, e, a, b",9,9,8,4,5,8,4,10,3, , ,0,"b, a, d, c",2,4,4,4,2, , , , , , , , , , , , , , , ,1,2,1,1,2,1,1,1,1,3,1,2,4,4,4,3,2.15,.783333333333333,.866666666666667,1.1,.933333333333334,1,.75,.566666666666666, , , , , ,.716666666666667,.866666666666667,1.13333333333333,.1,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,4593.2348,1.05256334585963,4873.31938810886,1043.917,.117566983434917,2,1,4,1
1938,15-OCT-18,2,1,4,4, ,11, ,3, ,1,"b, a",2,2,3,"d, f, c, e",2,2,2,2,"b, d, a, c",2,2,3,2,"c, e, d, b, a",2,2,2,3,2,2,"b, a, c, h, f, e, d, g",5,4,4,3,4,4,3,4,3, , ,0,"b, d, a, c",4,4,4,4,1,3,1,0, ,2,3,"d, c, e, f, a, b",2,1,2,1,2,2,3,3, , , , , , , , , , , , , , , , ,1.1,.866666666666667,.783333333333333,.9,.916666666666666,.433333333333334,.516666666666667,.166666666666667,.9, ,1.13333333333333,.55,.1, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,5453.4699,1.05256334585963,5786.00958874083,5700.94271297517,.642045907385131,1,1,3,1
74,09-OCT-18,2,1,1,-99, , , ,3, ,1,"b, a",1,2,1,"d, e, c, f",1,1,1,1,"b, c, a, d",3,3,4,3,"c, e, a, d, b",4,4,4,4,4,0,"b, g, a, e, h, f, c, d",8,8,8,8,5,7,7,9,1,0, , ,"b, c, a, d",2,2,4,4,1,2,2,0,2, ,4,"d, b, a, f, e, c",1,1,2,1,2,1,2,3, , , , , , , , , , , , , , , , ,.566666666666667,1.56666666666667,1.2,1.38333333333333,1.7,.316666666666666,.6,.433333333333334,.466666666666665,1.08333333333333, ,.283333333333333,.233333333333334, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,1,2,4997.3515,1.20561803337607,6073.06066566343,2195.14727800523,.247219696269382,2,2,3,3
1571,12-OCT-18,2,1,2,13, ,16, ,1, ,1,"b, a",1,1,1,"f, c, e, d",1,1,1,1,"d, a, c, b",4,2,3,2,"d, c, a, b, e",1,1,1,2,1,1,"h, d, a, c, b, g, f, e",6,6,2,1,7,7,3,8,1,0, , ,"d, a, c, b",4,4,4,2,1,1,2,0,1, ,3,"b, a, c, d, f, e",1,2,1,1,2,2,4,1, , , , , , , , , , , , , , , , ,1.53333333333333,1.18333333333333,.766666666666667,.716666666666667,1.45,.566666666666667,.616666666666666,.883333333333334,.316666666666666,1.51666666666667, ,.433333333333332,.200000000000001, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,3,1,5453.4699,1.05256334585963,5786.00958874083,1466.51808712018,.165160743292297,1,1,4,2
226,09-OCT-18,2,2,4,20, ,16, ,3, ,1,"b, a",1,1,1,"d, f, c, e",1,1,1,2,"b, d, a, c",3,2,2,2,"b, a, d, c, e",3,3,1,3,2,0,"f, a, g, c, b, d, e, h",1,3,3,1,7,3,3,7,3, , ,0,"b, d, a, c",2,4,2,2,2, , , , , , , , , , , , , , , ,2,3,4,4,4,3,3,3,3,3,3,3,3,3,3,3,2.05,1.3,.833333333333333,.616666666666666,1.06666666666667,.333333333333334,.666666666666666,1.4, , , , , ,.516666666666668,.1,.966666666666667,.533333333333333,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,9116.2241,1.05256334585963,9672.10987186529,2071.86911363636,.233335985295961,2,1,4,1
1992,16-OCT-18,2,2,4,16, ,16, ,1, ,2,"b, a",1,1,3,"f, d, c, e",1,1,1,1,"d, b, a, c",2,3,2,2,"d, b, e, a, c",2,3,2,2,3,1,"h, d, e, f, b, a, g, c",7,7,4,7,7,4,4,7,1,0, , ,"d, b, a, c",2,4,1,2,1,3,2,0,1, ,1,"f, d, c, a, b, e",2,1,2,2,1,2,2,3, , , , , , , , , , , , , , , , ,5.26666666666667,2.48333333333333,1.53333333333333,1.41666666666667,1.56666666666667,.549999999999999,1.71666666666667,1.18333333333333,.216666666666669,1.9, ,.5,.116666666666667, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,8242.383,1.20561803337607,10016.6041929676,4806.43027024451,.541305015593118,2,2,3,1
633,09-OCT-18,2,2,4,35, ,1, ,3, ,1,"a, b",2,2,3,"e, c, d, f",2,2,2,2,"c, a, b, d",1,1,1,1,"b, a, e, d, c",1,1,1,1,1,0,"g, h, b, e, d, a, f, c",5,5,1,1,5,2,3,5,1,0, , ,"c, a, b, d",1,1,2,2,1,3,1,0, ,2,2,"a, c, b, d, e, f",1,1,2,1,1,2,3,2, , , , , , , , , , , , , , , , ,.65,.916666666666667,.366666666666666,.483333333333333,1.16666666666667,.316666666666666,.466666666666667,.283333333333333,.283333333333333, ,.933333333333334,.266666666666667,.1, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.1148816830374,6864.83478670065,4038.47128828079,.454816701952068,2,1,3,1
627,09-OCT-18,2,1,4,16, ,1, ,-98, ,3,"a, b",2,1,1,"e, c, f, d",1,1,1,1,"c, a, d, b",4,3,3,3,"d, c, e, a, b",1,1,1,1,1,0,"c, b, h, d, f, g, e, a",6,6,3,2,5,4,4,6,2, ,0, ,"c, a, d, b",2,4,2,2,2, , , , , , , , , , , , , , , ,2,3,3,3,3,1,-98,3,-98,-98,1,2,4,2,3,2,6.73333333333333,1,.9,.449999999999999,.966666666666667,.5,.716666666666667,.883333333333333, , , , , ,.949999999999999,.183333333333334,1.66666666666667,.233333333333333,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,3530.6146,1.41287198771999,5028.18344573504,3413.6827218501,.384452384635766,1,1,3,1
2546,19-OCT-18,2,1,2,6, ,20, ,1, ,3,"b, a",3,3,3,"d, c, e, f",2,2,2,2,"b, a, c, d",2,4,3,3,"e, b, c, d, a",1,2,2,2,2,2,"f, b, c, d, g, a, h, e",8,7,9,1,7,5,1,8,2, ,0, ,"b, a, c, d",4,2,2,2,1,3,2,0,2, ,2,"d, f, c, e, b, a",2,1,2,1,2,2,2,2, , , , , , , , , , , , , , , , ,.75,8.86666666666667,.683333333333334,2.66666666666667,4.96666666666667,.216666666666665,4.95,.699999999999999,.650000000000002,2.23333333333333, ,.25,.1, , , , ,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,3,1,5614.828,1.05256334585963,5957.2069238212,11828.7200295083,1.33216235751068,2,2,2,3
1979,16-OCT-18,2,1,2,13, ,18, ,1, ,3,"b, a",2,2,2,"f, e, c, d",1,1,1,1,"d, c, a, b",2,2,2,2,"d, a, e, b, c",1,1,2,2,1,2,"d, h, a, e, b, f, g, c",3,3,1,1,4,1,1,4,2, ,0, ,"d, c, a, b",4,4,5,1,1,3,3,0,2, ,3,"b, d, c, e, f, a",1,1,1,1,1,2,1,3, , , , , , , , , , , , , , , , ,.983333333333333,.75,.783333333333333,.55,.783333333333334,.583333333333333,.4,.716666666666667,.6,.95, ,.283333333333333,.1, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,3,2,6127.3048,1.20561803337607,7446.24302841429,14943.0579877868,1.68290223352732,1,2,2,1
225,11-OCT-18,2,2,2,16, ,19, ,3, ,1,"b, a",2,2,1,"d, c, f, e",1,1,1,2,"b, a, d, c",2,1,1,1,"e, b, a, c, d",1,1,1,2,1,2,"b, e, d, g, f, a, h, c",4,4,1,2,6,3,7,7,2, ,0, ,"b, a, d, c",1,2,2,4,2, , , , , , , , , , , , , , , ,2,3,3,3,4,4,3,4,2,2,3,2,3,3,2,3,4.53333333333333,1.55,.766666666666667,.916666666666667,2.13333333333333,.533333333333333,1.13333333333333,1.66666666666667, , , , , ,.133333333333336,.116666666666664,4.91666666666667,.1,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.1148816830374,6864.83478670065,1388.32340909091,.156354379935281,8,1,4, 
1973,16-OCT-18,2,1,2,1, ,13, ,3, ,1,"b, a",1,1,1,"f, c, d, e",1,1,2,3,"d, a, b, c",3,2,5,2,"a, b, e, c, d",1,1,1,1,1,2,"h, f, d, b, g, e, c, a",3,5,4,1,5,4,7,9,2, ,0, ,"d, a, b, c",2,2,4,2,1,1,1,1, ,2,4,"d, c, b, e, f, a",1,2,1,2,1,1,1,3, , , , , , , , , , , , , , , , ,1.65,.7,.466666666666667,.583333333333333,.666666666666667,.316666666666666,.483333333333333,.2,.283333333333333, ,.6,.333333333333333,.15, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,6108.623,1.20561803337607,7423.53986159807,12888.9823914468,1.45157017206173,1,2,2,2
153,09-OCT-18,2,1,2,13, ,16, ,1, ,3,"a, b",2,2,1,"c, e, f, d",1,2,3,1,"a, c, d, b",3,3,3,3,"b, e, c, d, a",3,2,2,3,2,0,"e, h, c, g, f, d, a, b",7,7,7,1,6,6,4,8,1,0, , ,"a, c, d, b",4,4,2,4,1,3,2,0,2, ,3,"a, b, f, d, c, e",1,1,2,2,2,2,3,3, , , , , , , , , , , , , , , , ,1.7,1.36666666666667,.666666666666667,.55,1.06666666666667,.433333333333333,.616666666666667,.899999999999999,1.05,1.5, ,.483333333333334,.1, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,2,2,6,6,-99,-99,1,-99,1,2,12300.5481,1.1148816830374,13823.2839859924,5468.78697281218,.615900294220423,1,1,3,3
315,09-OCT-18,2,2,4,13, ,1, ,97, ,3,"a, b",4,4,3,"e, c, f, d",3,3,3,3,"c, a, d, b",1,1,1,1,"c, e, d, a, b",2,2,2,4,1,0,"c, b, h, f, a, g, d, e",1,1,2,1,3,1,1,4,1,0, , ,"c, a, d, b",2,5,5,1,1,1,1,0, ,2,4,"a, c, e, f, d, b",1,1,2,2,1,2,1,2, , , , , , , , , , , , , , , , ,.9,1.08333333333333,.35,.55,.733333333333333,.1,.533333333333333,.2,.233333333333333, ,1.05,.366666666666667,.149999999999999, , , , ,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,1,2,12300.5481,1.20561803337607,14948.3130878849,5716.41601614607,.643788526364971,1,1,1,1
1777,13-OCT-18,2,1,2,96,Refugees,11, ,3, ,2,"b, a",2,2,3,"d, c, f, e",2,1,2,3,"b, a, d, c",3,4,2,2,"a, e, d, c, b",2,2,2,2,3,2,"b, h, d, g, e, c, a, f",5,7,1,3,6,4,5,9,3, , ,0,"b, a, d, c",4,4,2,2,2, , , , , , , , , , , , , , , ,2,3,4,4,4,4,4,4,3,3,3,1,4,3,3,3,.5,.883333333333333,.5,.55,.666666666666667,.1,.416666666666667,.283333333333333, , , , , ,.449999999999999,.1,1.6,.133333333333334,8,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,2,12300.5481,2.70068857266259,29175.2592862159,54122.41164,6.09532048308214,8,1,1,3
661,09-OCT-18,2,1,2,32, ,16, ,3, ,3,"b, a",4,4,1,"f, d, c, e",1,1,1,2,"d, b, a, c",4,4,4,5,"c, b, d, a, e",2,2,2,1,3,0,"h, g, e, c, f, d, a, b",5,5,1,1,5,1,1,5,1,0, , ,"d, b, a, c",4,4,2,4,2, , , , , , , , , , , , , , , ,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,4.48333333333333,1.86666666666667,1.11666666666667,1.43333333333333,2.1,.866666666666667,.916666666666666,1.11666666666667, , , , , ,1.63333333333333,.983333333333333,1.71666666666667,.133333333333333,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,1,1,-99,-99,1,-99,1,1,8138.5042,1.05256334585963,8634.77092615979,1849.66004545455,.208310576342931,3,2,4,1
376,09-OCT-18,2,2,4,33, ,19, ,6, ,2,"a, b",1,1,2,"c, d, e, f",1,1,1,1,"a, b, c, d",2,3,4,4,"d, c, e, a, b",2,1,2,3,1,0,"a, g, f, c, h, e, d, b",7,6,3,1,5,2,2,7,1,0, , ,"a, b, c, d",4,4,4,4,1,2,2,0,1, ,3,"e, a, d, b, f, c",2,2,2,1,2,1,2,2, , , , , , , , , , , , , , , , ,10.0166666666667,.633333333333335,.783333333333333,.75,1,.316666666666666,.4,1.21666666666667,2.8,.716666666666669, ,.533333333333331,.149999999999999, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,4997.3515,1.05256334585963,5302.07816812345,1207.29405382634,.135966671705965,3,1,3,1
774,10-OCT-18,2,2,5,16, ,16, ,1, ,2,"a, b",3,3,2,"c, f, e, d",3,3,3,3,"a, d, c, b",1,1,1,1,"d, b, c, a, e",1,1,1,2,1,0,"a, d, c, g, f, e, h, b",1,1,1,1,1,1,1,1,2, ,0, ,"a, d, c, b",4,5,4,1,1,2,1,0, ,2,3,"e, b, a, d, c, f",2,2,2,1,2,1,4,2, , , , , , , , , , , , , , , , ,3.91666666666667,1.7,.75,.916666666666667,1.48333333333333,.966666666666667,1,.450000000000001,2.21666666666667, ,1.2,.583333333333334,.5, , , , ,3,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,3,1,3530.6146,2.70068857266259,9611.31488993689,802.412409090909,.090368493287841,3,2,4,1
1431,11-OCT-18,2,1,2,1, ,1, ,-98, ,1,"b, a",2,2,1,"d, e, c, f",2,2,2,1,"b, c, a, d",3,2,2,1,"e, b, d, c, a",1,2,2,2,2,2,"f, c, e, g, h, d, b, a",6,6,6,1,6,4,1,7,1,0, , ,"b, c, a, d",2,4,2,2,2, , , , , , , , , , , , , , , ,2,2,2,2,3,2,2,2,2,2,2,2,3,4,4,3,1.2,.966666666666667,.6,.633333333333333,.85,.166666666666667,.533333333333333,.7, , , , , ,.55,.1,1.03333333333333,.433333333333334,2,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,1,1,6,6,-99,-99,1,-99,1,1,7007.2345,1.20561803337607,8515.58274758734,6764.24917346819,.76179655137984,2,2,2,2
107,13-OCT-18,2,1,4,11, ,4, ,3, ,3,"b, a",2,2,2,"f, e, c, d",2,2,1,2,"d, c, a, b",3,3,1,1,"a, d, b, c, e",2,3,1,3,3,2,"d, f, e, a, h, b, c, g",4,3,6,1,7,5,2,7,2, ,0, ,"d, c, a, b",4,4,4,2,2, , , , , , , , , , , , , , , ,2,3,3,3,3,3,3,3,2,2,2,2,3,2,2,3,5.23333333333333,1.68333333333333,.85,1.28333333333333,1.3,.533333333333333,.85,1.55, , , , , ,.699999999999999,.233333333333334,2.65,.483333333333334,1,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,7,7,-99,-99,1,-99,3,1,3530.6146,1.20561803337607,4290.60006142794,4774.92137751852,.537756452374809,1,2,3,3
262,09-OCT-18,2,2,5,96,Corruption,11, ,4, ,3,"b, a",2,2,1,"f, d, c, e",1,1,1,4,"d, b, a, c",1,2,1,5,"d, c, e, a, b",1,1,2,4,1,0,"h, d, c, b, a, e, g, f",3,5,1,1,6,1,1,8,3, , ,0,"d, b, a, c",4,2,2,1,2, , , , , , , , , , , , , , , ,2,3,4,1,4,4,4,4,3,1,4,1,4,1,1,4,.366666666666667,.75,.433333333333333,.35,.433333333333333,.266666666666667,.466666666666666,1.08333333333333, , , , , ,.416666666666666,.1,4.7,.333333333333334,6,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,0,0,12,12,-99,-99,1,-99,1,2,6127.3048,1.41287198771999,8726.30293953151,7312.10497230327,.823496622962511,6,1,1,3
