srcid,Mode,Q1,Q2,Q4,Q5a,Q5f,Q6c,Q7a,Q7c,Q8a,Q8d,Q10a,Q10d,Q11,Q11a,Q12,Q14,Q15,Q16,Q18,sDevType,p_gender_sdc,p_age_group_sdc,p_education_sdc,total_time_taken,neutral_count,disagree_count,agree_count,very_count,just_count,vmj_count,opinionated,undecided_voter
286,"""2""","""2""","""13""","""100""","""2""","""1""","""2""","""1""","""1""",9,2,"""5""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""1""","""1""","""2""",4,"""3""",32.58333333333331,0,43,11,22,32,-10,False,False
866,"""2""","""1""","""-98""","""3""","""2""","""2""","""3""","""2""","""2""",5,2,"""1""","""2""","""3""","""2""","""1""","""3""","""1""","""NaN""","""NaN""","""0""","""2""",4,"""3""",9.350000000000009,6,25,6,10,26,-16,False,False
1145,"""1""","""2""","""1""","""4""","""2""","""1""","""1""","""1""","""1""",3,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""-1""","""2""",3,"""2""",12.933333333333339,7,33,14,11,43,-32,False,False
910,"""2""","""2""","""20""","""100""","""2""","""2""","""3""","""1""","""1""",7,4,"""4""","""2""","""3""","""2""","""2""","""4""","""1""","""NaN""","""NaN""","""0""","""1""",3,"""1""",10.733333333333334,5,23,9,10,26,-16,False,False
1578,"""2""","""5""","""13""","""3""","""4""","""2""","""1""","""1""","""1""",1,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""1""","""2""","""1""",4,"""2""",29.4666666666666,4,25,25,11,43,-32,False,False
490,"""1""","""4""","""16""","""3""","""1""","""1""","""2""","""2""","""2""",5,4,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""-1""","""1""",4,"""1""",12.50000000000001,26,19,9,4,50,-46,False,False
513,"""2""","""4""","""11""","""100""","""2""","""2""","""2""","""2""","""2""",5,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""-98""","""2""","""0""","""2""",4,"""1""",22.199999999999967,10,16,7,0,33,-33,False,False
2558,"""2""","""2""","""30""","""100""","""2""","""2""","""3""","""3""","""2""",5,2,"""2""","""2""","""2""","""2""","""2""","""2""","""1""","""NaN""","""NaN""","""2""","""2""",4,"""1""",43.44999999999999,4,28,5,6,30,-24,False,False
355,"""2""","""5""","""13""","""100""","""1""","""1""","""5""","""1""","""1""",1,1,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""1""",3,"""1""",12.33333333333333,4,43,7,20,34,-14,False,False
379,"""2""","""2""","""20""","""4""","""2""","""1""","""4""","""3""","""3""",7,3,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""4""","""2""","""1""",3,"""3""",10.516666666666667,6,39,9,14,40,-26,False,False
1653,"""1""","""1""","""20""","""1""","""2""","""2""","""5""","""4""","""1""",5,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""-1""","""1""",2,"""NaN""",12.466666666666644,6,40,8,20,34,-14,False,False
1268,"""2""","""4""","""11""","""100""","""2""","""1""","""4""","""1""","""3""",8,5,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""2""","""2""",2,"""3""",17.816666666666666,3,44,7,18,36,-18,False,False
1952,"""2""","""1""","""1""","""3""","""1""","""1""","""3""","""1""","""3""",6,1,"""5""","""4""","""3""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",1,"""3""",5.633333333333329,3,23,11,17,19,-2,False,False
662,"""2""","""2""","""1""","""100""","""3""","""2""","""3""","""1""","""1""",5,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""2""","""2""",2,"""1""",9.4,10,35,9,10,44,-34,False,False
450,"""2""","""2""","""36""","""1""","""4""","""1""","""4""","""3""","""3""",8,1,"""2""","""2""","""2""","""2""","""3""","""3""","""2""","""NaN""","""NaN""","""0""","""2""",4,"""1""",9.666666666666664,4,24,9,14,22,-8,False,False
56,"""2""","""1""","""1""","""1""","""1""","""1""","""4""","""2""","""4""",9,1,"""5""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""0""","""1""",2,"""2""",20.716666666666654,13,22,19,15,39,-24,False,False
179,"""2""","""5""","""11""","""4""","""4""","""4""","""2""","""2""","""1""",1,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""0""","""1""",2,"""1""",4.616666666666667,9,26,19,21,33,-12,False,False
571,"""2""","""1""","""16""","""3""","""2""","""4""","""2""","""3""","""2""",6,1,"""4""","""1""","""3""","""2""","""1""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",3,"""1""",6.81666666666667,2,23,12,11,25,-14,False,False
1306,"""2""","""3""","""35""","""4""","""1""","""2""","""1""","""2""","""1""",4,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""1""",2,"""3""",7.983333333333331,6,39,9,14,40,-26,False,False
1933,"""1""","""1""","""20""","""1""","""2""","""4""","""4""","""2""","""2""",6,7,"""2""","""2""","""2""","""1""","""3""","""2""","""3""","""NaN""","""NaN""","""-1""","""2""",4,"""1""",12.949999999999982,1,32,3,11,25,-14,False,False
1920,"""2""","""2""","""4""","""-98""","""3""","""2""","""3""","""2""","""2""",5,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",2,"""3""",7.483333333333333,26,20,8,3,51,-48,False,True
973,"""2""","""5""","""11""","""4""","""3""","""1""","""2""","""1""","""1""",4,3,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""1""",3,"""1""",18.966666666666686,20,20,14,8,46,-38,False,False
1374,"""2""","""2""","""1""","""3""","""2""","""3""","""2""","""1""","""1""",3,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""0""","""1""",3,"""2""",7.416666666666671,14,24,16,5,49,-44,False,False
573,"""2""","""2""","""13""","""4""","""2""","""3""","""3""","""3""","""2""",3,1,"""2""","""4""","""3""","""1""","""2""","""2""","""2""","""NaN""","""NaN""","""1""","""2""",,"""2""",2.75,3,22,12,7,29,-22,False,False
1124,"""2""","""4""","""11""","""4""","""3""","""2""","""2""","""1""","""3""",5,1,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""2""",4,"""1""",10.100000000000001,12,26,16,7,47,-40,False,False
972,"""2""","""4""","""16""","""3""","""2""","""2""","""3""","""2""","""2""",6,6,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""2""","""2""",3,"""1""",8.21666666666667,11,39,4,3,51,-48,False,False
1403,"""2""","""5""","""16""","""100""","""2""","""2""","""1""","""1""","""1""",4,4,"""2""","""1""","""2""","""2""","""2""","""1""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""2""",7.616666666666665,5,28,4,15,21,-6,False,False
1592,"""2""","""1""","""2""","""3""","""3""","""3""","""3""","""1""","""1""",6,3,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""1""","""2""",1,"""3""",8.416666666666663,4,23,27,11,43,-32,False,False
203,"""2""","""2""","""-98""","""3""","""2""","""1""","""1""","""2""","""2""",7,4,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""2""","""1""","""1""",1,"""2""",5.5166666666666675,10,39,5,13,41,-28,False,False
595,"""2""","""4""","""1""","""1""","""2""","""1""","""3""","""1""","""2""",6,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""1""","""2""",2,"""2""",11.766666666666666,1,48,5,8,46,-38,False,False
2079,"""2""","""2""","""13""","""3""","""2""","""1""","""2""","""1""","""1""",1,1,"""5""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""4""","""0""","""1""",3,"""2""",8.783333333333339,1,22,31,20,34,-14,False,False
2050,"""2""","""1""","""26""","""1""","""4""","""1""","""4""","""3""","""3""",9,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""1""",4,"""2""",16.15,17,23,14,7,47,-40,False,False
927,"""2""","""2""","""11""","""4""","""3""","""2""","""2""","""1""","""1""",3,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",4,"""2""",12.116666666666656,2,45,7,11,43,-32,False,False
495,"""2""","""2""","""13""","""1""","""2""","""2""","""4""","""4""","""2""",7,2,"""5""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",2,"""3""",6.533333333333334,11,34,9,9,45,-36,False,False
2531,"""2""","""2""","""2""","""2""","""2""","""2""","""4""","""2""","""3""",5,5,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""2""","""2""",2,"""1""",11.533333333333333,6,43,5,5,49,-44,False,False
672,"""2""","""2""","""36""","""3""","""2""","""1""","""3""","""1""","""1""",8,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""4""","""1""","""2""",,"""2""",8.716666666666669,5,46,3,21,33,-12,False,False
1269,"""2""","""4""","""33""","""3""","""3""","""2""","""2""","""1""","""1""",4,1,"""1""","""2""","""1""","""1""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""1""",2,"""3""",10.150000000000013,3,23,11,14,22,-8,False,False
1872,"""2""","""2""","""96""","""100""","""1""","""1""","""4""","""4""","""3""",8,1,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",2,"""3""",12.816666666666672,13,30,11,13,41,-28,False,False
2185,"""2""","""2""","""20""","""3""","""2""","""2""","""3""","""4""","""3""",6,1,"""4""","""1""","""2""","""2""","""3""","""2""","""1""","""NaN""","""NaN""","""2""","""2""",3,"""1""",10.566666666666672,1,25,11,13,23,-10,False,False
1303,"""2""","""2""","""1""","""3""","""1""","""1""","""3""","""2""","""3""",7,2,"""2""","""2""","""1""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",10.616666666666665,4,26,7,12,24,-12,False,False
1112,"""2""","""2""","""1""","""1""","""2""","""1""","""3""","""3""","""3""",6,6,"""1""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""1""","""1""",2,"""1""",11.516666666666676,5,44,5,23,31,-8,False,False
889,"""2""","""4""","""13""","""1""","""1""","""1""","""4""","""1""","""3""",9,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""0""","""2""",4,"""3""",26.649999999999984,4,41,9,18,36,-18,False,False
1953,"""2""","""4""","""5""","""100""","""1""","""1""","""2""","""2""","""2""",3,2,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""2""",3,"""2""",13.749999999999998,20,29,5,8,46,-38,False,False
446,"""2""","""2""","""-98""","""2""","""1""","""1""","""3""","""2""","""3""",4,3,"""4""","""4""","""2""","""1""","""1""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",1,"""1""",4.196666666666667,6,17,14,10,26,-16,False,False
1244,"""2""","""2""","""1""","""1""","""2""","""1""","""3""","""1""","""3""",5,2,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""0""","""1""",4,"""2""",12.05,3,32,19,11,43,-32,False,False
762,"""2""","""5""","""16""","""100""","""2""","""1""","""2""","""2""","""3""",7,2,"""1""","""2""","""2""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""2""","""1""",4,"""1""",15.0,4,24,9,15,22,-7,False,False
2443,"""2""","""1""","""19""","""3""","""2""","""1""","""2""","""1""","""2""",5,2,"""1""","""1""","""2""","""1""","""1""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""2""",7.150000000000001,1,32,4,19,17,2,True,False
316,"""2""","""2""","""36""","""1""","""2""","""1""","""3""","""2""","""3""",5,3,"""4""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""0""","""2""",1,"""3""",9.466666666666665,16,21,17,9,45,-36,False,False
489,"""2""","""1""","""11""","""1""","""1""","""1""","""4""","""4""","""4""",7,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""2""",2,"""1""",17.166666666666668,12,37,5,10,44,-34,False,False
1566,"""1""","""4""","""96""","""100""","""4""","""2""","""1""","""1""","""1""",4,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""-1""","""1""",1,"""2""",13.399999999999993,6,38,10,26,28,-2,False,False
2204,"""2""","""2""","""6""","""1""","""1""","""1""","""4""","""3""","""3""",7,6,"""2""","""2""","""2""","""1""","""3""","""1""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""2""",5.900000000000004,1,31,5,11,25,-14,False,False
65,"""2""","""4""","""16""","""100""","""2""","""1""","""3""","""2""","""3""",1,1,"""5""","""1""","""2""","""2""","""4""","""4""","""2""","""NaN""","""NaN""","""0""","""1""",4,"""3""",25.950000000000003,2,23,12,13,23,-10,False,False
200,"""2""","""2""","""30""","""1""","""1""","""1""","""4""","""1""","""2""",8,6,"""2""","""2""","""2""","""1""","""3""","""2""","""2""","""NaN""","""NaN""","""0""","""1""",4,"""3""",12.216666666666658,0,33,4,10,26,-16,False,False
1513,"""2""","""2""","""11""","""4""","""2""","""3""","""4""","""3""","""2""",7,3,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",1,"""1""",6.400000000000003,9,35,10,6,48,-42,False,False
1680,"""1""","""2""","""16""","""2""","""2""","""1""","""2""","""2""","""3""",8,2,"""4""","""2""","""2""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""-1""","""1""",4,"""3""",11.933333333333321,3,23,10,8,28,-20,False,False
1656,"""1""","""3""","""16""","""100""","""2""","""1""","""3""","""2""","""2""",4,2,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""-1""","""1""",4,"""2""",16.633333333333336,14,34,6,6,48,-42,False,False
2194,"""2""","""2""","""11""","""1""","""1""","""4""","""4""","""3""","""2""",7,5,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",2,"""2""",20.900000000000027,8,42,4,10,44,-34,False,False
1537,"""2""","""2""","""4""","""3""","""2""","""1""","""3""","""4""","""2""",8,1,"""4""","""4""","""2""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""0""","""2""",2,"""1""",12.883333333333331,6,19,12,9,27,-18,False,False
1166,"""2""","""2""","""16""","""1""","""1""","""1""","""4""","""3""","""4""",10,1,"""5""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""2""","""1""",3,"""1""",18.183333333333326,2,37,15,16,38,-22,False,False
1100,"""2""","""1""","""11""","""1""","""1""","""2""","""5""","""3""","""4""",9,3,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""1""","""2""",2,"""1""",10.450000000000005,7,26,21,12,42,-30,False,False
777,"""2""","""4""","""29""","""1""","""1""","""2""","""4""","""3""","""2""",7,7,"""2""","""2""","""2""","""1""","""4""","""1""","""3""","""NaN""","""NaN""","""2""","""1""",4,"""2""",23.84999999999999,3,30,4,18,18,0,False,False
1423,"""2""","""2""","""30""","""-98""","""1""","""1""","""4""","""3""","""2""",5,4,"""2""","""4""","""2""","""1""","""1""","""3""","""3""","""NaN""","""NaN""","""1""","""2""",1,"""3""",6.496666666666664,2,24,11,16,20,-4,False,True
1531,"""2""","""2""","""11""","""1""","""1""","""2""","""4""","""4""","""4""",7,2,"""4""","""2""","""2""","""1""","""2""","""3""","""1""","""NaN""","""NaN""","""0""","""1""",1,"""1""",9.483333333333341,3,24,10,12,24,-12,False,False
2285,"""2""","""4""","""11""","""4""","""1""","""2""","""2""","""2""","""2""",5,1,"""2""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""1""","""1""",2,"""1""",25.000000000000004,4,36,14,14,40,-26,False,False
874,"""2""","""2""","""17""","""1""","""2""","""1""","""2""","""1""","""2""",3,3,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""4""","""1""","""2""",2,"""2""",9.899999999999997,4,46,4,15,39,-24,False,False
48,"""2""","""4""","""11""","""1""","""2""","""2""","""3""","""3""","""2""",6,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""4""","""3""","""1""","""1""",1,"""3""",8.166666666666668,5,37,12,21,33,-12,False,False
1736,"""2""","""1""","""-98""","""3""","""2""","""1""","""3""","""3""","""3""",5,3,"""4""","""4""","""2""","""2""","""2""","""3""","""3""","""NaN""","""NaN""","""1""","""1""",2,"""2""",5.7666666666666675,5,16,16,7,29,-22,False,False
552,"""2""","""2""","""-98""","""3""","""1""","""1""","""2""","""3""","""3""",7,5,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""3""","""1""","""2""",2,"""2""",30.15000000000001,5,26,23,12,42,-30,False,False
1942,"""1""","""1""","""16""","""1""","""2""","""4""","""1""","""1""","""2""",4,1,"""4""","""5""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""2""","""-1""","""1""",4,"""2""",14.449999999999996,23,16,15,12,42,-30,False,False
492,"""2""","""2""","""20""","""4""","""1""","""1""","""3""","""2""","""3""",7,3,"""2""","""4""","""2""","""2""","""3""","""2""","""3""","""NaN""","""NaN""","""1""","""2""",2,"""1""",6.983333333333337,3,26,8,10,26,-16,False,False
1905,"""2""","""4""","""16""","""100""","""2""","""3""","""2""","""2""","""1""",4,1,"""2""","""2""","""3""","""1""","""2""","""3""","""2""","""NaN""","""NaN""","""0""","""2""",4,"""1""",15.23333333333334,3,24,10,7,29,-22,False,False
604,"""2""","""4""","""32""","""-98""","""2""","""2""","""3""","""1""","""1""",5,4,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""0""","""2""",3,"""2""",15.5,12,39,3,11,43,-32,False,True
1307,"""2""","""2""","""13""","""1""","""2""","""1""","""2""","""1""","""2""",5,4,"""1""","""2""","""3""","""1""","""2""","""2""","""3""","""NaN""","""NaN""","""2""","""2""",2,"""2""",5.466666666666669,3,31,3,18,18,0,False,False
323,"""2""","""2""","""1""","""100""","""1""","""1""","""4""","""4""","""4""",8,4,"""4""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""3""","""1""","""1""",2,"""2""",7.450000000000001,14,24,16,13,41,-28,False,False
970,"""2""","""4""","""11""","""3""","""1""","""1""","""1""","""1""","""1""",4,1,"""1""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""1""","""2""","""1""",4,"""1""",15.966666666666685,12,30,12,20,34,-14,False,False
75,"""2""","""2""","""13""","""4""","""2""","""2""","""2""","""2""","""2""",4,1,"""2""","""1""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""3""","""0""","""2""",3,"""3""",9.016666666666662,6,43,5,3,51,-48,False,False
1034,"""2""","""5""","""16""","""4""","""2""","""2""","""2""","""2""","""2""",3,2,"""5""","""1""","""1""","""2""","""4""","""1""","""3""","""NaN""","""NaN""","""0""","""2""",2,"""2""",11.016666666666662,1,26,10,14,22,-8,False,False
1782,"""2""","""4""","""32""","""2""","""2""","""3""","""2""","""1""","""1""",8,1,"""2""","""-98""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""1""","""1""","""1""","""2""",3,"""2""",17.633333333333336,6,23,23,4,48,-44,False,False
2395,"""1""","""1""","""36""","""3""","""2""","""1""","""3""","""3""","""3""",7,3,"""4""","""2""","""2""","""1""","""2""","""3""","""1""","""NaN""","""NaN""","""-1""","""1""",2,"""2""",16.700000000000014,5,22,8,9,26,-17,False,False
1796,"""2""","""2""","""16""","""4""","""4""","""4""","""2""","""2""","""2""",6,3,"""4""","""2""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""3""","""2""","""0""","""1""",4,"""1""",9.550000000000002,8,30,16,7,47,-40,False,False
389,"""2""","""2""","""35""","""1""","""1""","""1""","""1""","""2""","""2""",1,1,"""2""","""2""","""1""","""1""","""1""","""3""","""2""","""NaN""","""NaN""","""0""","""1""",2,"""1""",7.099999999999996,4,30,3,14,22,-8,False,False
474,"""2""","""4""","""13""","""100""","""2""","""1""","""2""","""2""","""1""",3,1,"""2""","""2""","""3""","""2""","""2""","""2""","""3""","""NaN""","""NaN""","""0""","""1""",4,"""3""",9.81666666666666,3,22,12,13,23,-10,False,False
1856,"""2""","""1""","""11""","""3""","""1""","""1""","""4""","""2""","""2""",6,4,"""2""","""4""","""NaN""","""NaN""","""NaN""","""NaN""","""NaN""","""2""","""2""","""1""","""2""",2,"""2""",11.9,10,34,10,12,42,-30,False,False
